"job_title","seniority_level","status","location","post_date","industry","ownership","company_size","revenue","salary","skills","salary_clean","salary_min","salary_max","salary_num","salary_usd"
"data scientist","midlevel","hybrid","Vancouver, British Columbia, Canada . Hybrid","5 days ago","Finance","Public","26,050",NA,"109,786 - 164,585","['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning']","109786 - 164585",109786,NA,109786,123553.1644
"data scientist","senior","remote","United States","14 days ago","Technology","Private","90","90","114,973 - 141,567","['sql', 'machine learning', 'python']","114973 - 141567",114973,NA,114973,129390.6142
"data scientist","senior","hybrid","Columbus, OH . Hybrid","10 days ago","Finance","Public","18,200","18,200","100,036 - 150,050","['machine learning']","100036 - 150050",100036,NA,100036,112580.5144
"data scientist","senior","remote","Washington DC-Baltimore Area . Fully Remote","a month ago","Technology","Private","360","360","164,407 - 182,673","['aws', 'python', 'machine learning', 'gcp', 'kubernetes', 'azure']","164407 - 182673",164407,NA,164407,185023.6378
"data scientist","senior","on-site","United States, Denver . On-site","22 days ago","Technology","Private","900","900","172,624","[]","172624",172624,NA,172624,194271.0496
"data scientist","senior","on-site","Lexington, MA","8 days ago","Technology",NA,"Private",NA,"117,553 - 159,840","['aws', 'git', 'r', 'python', 'docker']","117553 - 159840",117553,NA,117553,132294.1462
"data scientist",NA,"on-site","New York, New York, United States . On-site","a month ago","Finance","Private","950","950","138,826 - 173,533","[]","138826 - 173533",138826,NA,138826,156234.7804
"data scientist","midlevel","remote","Charlotte, AR . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,211","['sql', 'machine learning', 'python']","25211",25211,NA,25211,28372.4594
"data scientist",NA,"hybrid","Toronto, Canada . Hybrid","7 days ago","Technology","Public","5,010","5,010","98,642 - 123,302","[]","98642 - 123302",98642,NA,98642,111011.7068
"data scientist","senior",NA,"Gainesville, FL","3 months ago","Education",NA,"19,503","19,503","55,715 - 58,455","['pandas', 'numpy', 'pytorch', 'r', 'python', 'scikit-learn', 'scipy', 'machine learning', 'keras', 'deep learning', 'tensorflow']","55715 - 58455",55715,NA,55715,62701.661
"data scientist","senior","hybrid","San Francisco Bay Area . Hybrid","a month ago","Technology","Private","150","150","164,401 - 214,633","['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']","164401 - 214633",164401,NA,164401,185016.8854
"data scientist","senior",NA,"Barcelona, Catalonia, Spain","12 days ago","Technology","Private","4,770","4,770","53,099","['deep learning', 'aws', 'machine learning', 'python']","53099",53099,NA,53099,59757.6146
"data scientist","senior","on-site","San Diego, CA","21 days ago","Healthcare","Private","1,530","1,530","167,749 - 215,676","['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']","167749 - 215676",167749,NA,167749,188784.7246
"data scientist","senior","on-site","Palo Alto, CA . Vancouver, WA . Spring, TX","25 days ago","Technology","Public","51,070",NA,"140,657 - 216,600","['sql', 'powerbi', 'machine learning', 'python']","140657 - 216600",140657,NA,140657,158295.3878
"data scientist","senior",NA,"Atlanta, GA","6 months ago","Retail","Public","500,010",NA,"111,435","['sql', 'tableau', 'python']","111435",111435,NA,111435,125408.949
"data scientist","senior","hybrid","San Jose, CA . Hybrid","3 months ago","Technology","Public","34,660","34,660","139,285 - 239,614","['sql', 'machine learning', 'python']","139285 - 239614",139285,NA,139285,156751.339
"machine learning engineer","senior","remote","Maplewood, MN","a day ago","Healthcare","Public","22,020",NA,"125,529 - 153,424","['machine learning', 'python']","125529 - 153424",125529,NA,125529,141270.3366
"data scientist","senior","remote",NA,"4 days ago","Technology","Public","4,110","4,110","184,866 - 207,973","[]","184866 - 207973",184866,NA,184866,208048.1964
"machine learning engineer","junior",NA,"Bengaluru, Karnataka, India","14 days ago","Technology","Public","492,245","492,245","10,527 - 26,188","['machine learning']","10527 - 26188",10527,NA,10527,11847.0858
"data scientist","senior","remote","Denver, CO - Remote . Fully Remote","22 days ago","Technology","Public","2,540",NA,"137,006 - 200,939","[]","137006 - 200939",137006,NA,137006,154186.5524
"data scientist","senior","hybrid","Washington, DC . Hybrid","a month ago","Technology","Public","57,290","57,290","105,769","['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']","105769",105769,NA,105769,119032.4326
NA,"lead","hybrid","New York, NY . Hybrid","5 days ago","Technology","Private","52,380","52,380","200,935 - 296,834","['aws', 'gcp', 'azure']","200935 - 296834",200935,NA,200935,226132.249
"data scientist","lead","hybrid","San Francisco, CA . Hybrid","a month ago","Technology","Private","150","150","258,479","[]","258479",258479,NA,258479,290892.2666
"data scientist","senior",NA,"London, England, United Kingdom","2 months ago","Technology","Public","10,060",NA,"76,371","['powerbi', 'python', 'sql', 'machine learning', 'tableau']","76371",76371,NA,76371,85947.9234
"data scientist","lead","hybrid",NA,"a month ago","Technology","Private","2,020","2,020","109,604 - 200,937","[]","109604 - 200937",109604,NA,109604,123348.3416
"machine learning engineer","senior","on-site","Mountain View, California (HQ) . On-site","16 days ago","Technology","Private","900","900","184,816 - 276,788","[]","184816 - 276788",184816,NA,184816,207991.9264
"data scientist","senior","on-site","London, England, United Kingdom","6 months ago","Technology","Public","94,530","94,530","103,877 - 144,998","['sql', 'r', 'python']","103877 - 144998",103877,NA,103877,116903.1758
"machine learning engineer","senior","remote","United States . Fully Remote","21 days ago","Technology","Private","150","150","155,272 - 200,939","['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']","155272 - 200939",155272,NA,155272,174743.1088
"data scientist","senior","remote","United States . Fully Remote","14 days ago","Technology","Private","30","30","109,601 - 173,534","['sql', 'tableau', 'python']","109601 - 173534",109601,NA,109601,123344.9654
"data scientist","lead","remote","New York, NY","7 days ago","Finance","Private","8,010","8,010","136,032 - 223,478","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']","136032 - 223478",136032,NA,136032,153090.4128
"data scientist","senior",NA,"Amsterdam, North Holland, Netherlands","a month ago","Technology","Public","26,910","26,910","72,513","['tableau', 'sql', 'r', 'python']","72513",72513,NA,72513,81606.1302
"data scientist",NA,"hybrid",NA,"6 days ago","Education","Private","390","390","109,600 - 137,000","[]","109600 - 137000",109600,NA,109600,123343.84
"data scientist","senior","hybrid","New York City, NY . San Francisco, CA . Hybrid","12 days ago","Finance","Private","780","780","175,364 - 241,124","[]","175364 - 241124",175364,NA,175364,197354.6456
"data scientist","midlevel","on-site","Gurgaon, Haryana, India","15 days ago","Technology","Private","30,060","30,060","24,227","['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']","24227",24227,NA,24227,27265.0658
"data scientist","senior",NA,"Palo Alto, CA","14 days ago","Technology","Private","15","15","137,004 - 228,336","[]","137004 - 228336",137004,NA,137004,154184.3016
"data scientist",NA,"remote","Remote, United States . Fully Remote","6 days ago","Technology","Private","45","45","118,741 - 182,674","[]","118741 - 182674",118741,NA,118741,133631.1214
"data scientist","senior",NA,"Dallas, TX","7 days ago","Healthcare","Public","300,070","300,070","76,206 - 203,204","['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']","76206 - 203204",76206,NA,76206,85762.2324
"data scientist","senior","hybrid","Bengaluru, Karnataka, India . Hybrid","a day ago","Finance","Public","68,430",NA,"24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']","24205",24205,NA,24205,27240.307
"data scientist","lead",NA,"Bengaluru, Karnataka, India","5 days ago","Finance","Public","290,770","290,770","42,738","['sql', 'machine learning', 'tableau', 'python']","42738",42738,NA,42738,48097.3452
"data scientist","senior",NA,"San Diego, CA","4 days ago","Technology","Public","27,440",NA,"95,583 - 172,782","['machine learning', 'python']","95583 - 172782",95583,NA,95583,107569.1082
"data scientist","lead","on-site","Stamford, CT","a month ago","Technology","Public","3,305",NA,"138,011 - 166,416","['python']","138011 - 166416",138011,NA,138011,155317.5794
"data scientist","senior","on-site","Menlo Park, CA . On-site","a month ago","Finance","Public","3,790","3,790","184,499 - 217,378","[]","184499 - 217378",184499,NA,184499,207635.1746
"data scientist","senior","remote","Stockholm, Stockholm County, Sweden","7 days ago","Technology","Public","131,970","131,970","52,510","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']","52510",52510,NA,52510,59094.754
"data scientist","senior","remote","Herndon, VA","a day ago","Technology","Public","2,870",NA,"123,307 - 168,973","['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']","123307 - 168973",123307,NA,123307,138769.6978
"data scientist","senior",NA,"Chicago, IL","25 days ago","Technology","Private","51,230","51,230","104,727","['java', 'machine learning', 'r', 'python']","104727",104727,NA,104727,117859.7658
"data scientist",NA,"remote",NA,"13 days ago","Technology","Private","330","330","87,643","[]","87643",87643,NA,87643,98633.4322
"data scientist","lead","hybrid",NA,"9 days ago","Technology","Private","180","180","178,100 - 205,500","[]","178100 - 205500",178100,NA,178100,200433.74
"data scientist","senior","remote","California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States . Fully Remote","14 days ago","Finance","Private","240","240","173,535","[]","173535",173535,NA,173535,195296.289
"data scientist","senior","hybrid","Greater Bengaluru Area . Hybrid","15 days ago","Technology","Private","950","950","2,739,979","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']","2739979",2739979,NA,2739979,3083572.3666
"data scientist","midlevel","hybrid","Bengaluru, Karnataka, India . Hybrid","2 days ago","Technology","Public","195,020","195,020","34,805","['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']","34805",34805,NA,34805,39169.547
"data scientist","senior","remote","San Jose, California, United States . Fully Remote","8 days ago","Healthcare","Public","4,570",NA,"155,272 - 182,672","[]","155272 - 182672",155272,NA,155272,174743.1088
"data scientist","junior",NA,"London, England, United Kingdom","2 days ago","Finance","Public","60,020","60,020","59,680","['aws', 'machine learning', 'linux', 'python']","59680",59680,NA,59680,67163.872
"data scientist","senior","remote","Reston, VA","7 days ago","Finance","Public","7,290",NA,"108,442 - 184,349","['r', 'python', 'sql', 'machine learning', 'database', 'azure']","108442 - 184349",108442,NA,108442,122040.6268
"data scientist","senior",NA,"Cincinnati, OH","22 days ago","Technology","Public","222,490",NA,"135,178","['aws', 'python', 'machine learning', 'azure', 'deep learning']","135178",135178,NA,135178,152129.3212
"data scientist","senior",NA,"United States","2 months ago","Technology","Public","55,030","55,030","100,472","['sql', 'machine learning', 'r', 'python']","100472",100472,NA,100472,113071.1888
"data scientist","midlevel","remote","Brazil . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,211","['sql', 'machine learning', 'python']","25211",25211,NA,25211,28372.4594
"data scientist","midlevel",NA,"Singapore, Singapore","7 days ago","Technology","Private","3,682","3,682","83,973","['machine learning']","83973",83973,NA,83973,94503.2142
"machine learning engineer",NA,"on-site","Boston, MA . On-site","6 days ago","Retail","Public","17,030",NA,"160,750 - 170,797","[]","160750 - 170797",160750,NA,160750,180908.05
"data scientist","senior","remote","San Francisco, CA, US . Remote, US . Fully Remote","21 days ago","Technology","Public","5,260","5,260","306,626","[]","306626",306626,NA,306626,345076.9004
"data scientist","senior","remote","Toronto, Ontario, Canada","4 days ago","Technology","Public","2,280",NA,"45,064 - 105,142","['sql', 'machine learning', 'python']","45064 - 105142",45064,NA,45064,50715.0256
"data scientist","senior","hybrid","San Francisco, California, United States . Hybrid","12 days ago","Technology","Private","15","15","173,539 - 210,072","[]","173539 - 210072",173539,NA,173539,195300.7906
"data scientist","senior",NA,"Colorado Springs, CO","2 months ago","Technology","Public","16,060",NA,"79,192 - 138,558","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'amazon', 'r', 'python', 'scikit-learn', 'scipy', 'linux', 'java', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow']","79192 - 138558",79192,NA,79192,89122.6768
"data scientist","senior","on-site","Bengaluru, Karnataka, India","2 months ago","Technology","Public","125,010",NA,"23,903","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']","23903",23903,NA,23903,26900.4362
"machine learning engineer",NA,"on-site","Mountain View, California (HQ) . On-site","16 days ago","Technology","Private","900","900","126,250 - 189,589","[]","126250 - 189589",126250,NA,126250,142081.75
"data scientist","senior","hybrid","Bentonville, AR . Hybrid","18 days ago","Retail","Public",NA,NA,"82,200 - 164,400","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']","82200 - 164400",82200,NA,82200,92507.88
"data scientist","lead",NA,"Bengaluru, Karnataka, India","a month ago","Retail","Public","409,060","409,060","31,966 - 58,197","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']","31966 - 58197",31966,NA,31966,35974.5364
"data scientist","midlevel","hybrid","Annapolis Junction, MD . Fort Meade, MD . Hybrid","17 days ago","Technology","Public","27,060",NA,"70,878 - 160,749","['linux', 'machine learning', 'r', 'python']","70878 - 160749",70878,NA,70878,79766.1012
"data scientist","senior","hybrid","Hyderabad, Telangana, India . Chennai, Tamil Nadu, India . Hybrid","14 days ago","Technology","Public","132,070","132,070","22,839","['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']","22839",22839,NA,22839,25703.0106
"data scientist","junior",NA,"Berkeley, CA","2 months ago","Education",NA,"17,441","17,441","99,741 - 189,795","['machine learning']","99741 - 189795",99741,NA,99741,112248.5214
"data scientist","midlevel","remote","Santo Domingo, Dominican Republic . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,216","['sql', 'machine learning', 'python']","25216",25216,NA,25216,28378.0864
"data scientist","junior",NA,"Madrid, Community of Madrid, Spain","5 days ago","Finance","Private","312,040","312,040","28,045","['python', 'docker', 'kubernetes', 'machine learning', 'azure', 'deep learning']","28045",28045,NA,28045,31561.843
"data scientist","senior","remote","India, Hyderabad . Fully Remote","20 days ago","Technology","Private","900","900","39,023","[]","39023",39023,NA,39023,43916.4842
"data scientist","senior","on-site","Gurgaon, Haryana, India","8 days ago","Healthcare","Public","37,950",NA,"29,801 - 32,905","['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']","29801 - 32905",29801,NA,29801,33538.0454
"data scientist","lead","on-site","San Diego, CA","3 days ago","Technology","Public","17,070","17,070","145,221","['r', 'python', 'sql', 'machine learning', 'tableau']","145221",145221,NA,145221,163431.7134
"data scientist","lead","remote","Cambridge, MA","7 days ago","Healthcare","Public","75,470","75,470","149,787","['pytorch', 'r', 'python', 'machine learning', 'tensorflow']","149787",149787,NA,149787,168570.2898
"data scientist","senior","on-site","San Francisco, CA","2 months ago","Retail","Public","117,010",NA,"159,293 - 211,170","['spark', 'sql', 'azure', 'python']","159293 - 211170",159293,NA,159293,179268.3422
"data scientist","senior","on-site","New York, New York, United States . On-site","23 days ago","Finance","Private","950","950","175,364 - 219,204","[]","175364 - 219204",175364,NA,175364,197354.6456
"data scientist","senior","on-site","Mountain View, CA . San Bruno, CA","4 days ago","Technology","Public","258,760","258,760","151,616 - 222,855","['sql', 'r', 'python']","151616 - 222855",151616,NA,151616,170628.6464
"data scientist","senior","on-site","Bellevue, WA","16 days ago","Retail","Public",NA,NA,"142,483 - 284,961","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']","142483 - 284961",142483,NA,142483,160350.3682
"data scientist","senior","on-site","Whitehouse Station, NJ . Philadelphia, PA . Jersey City, NJ . Philadelphia, Pennsylvania, Amerika Serikat . Whitehouse Station, New Jersey, Amerika Serikat","3 months ago","Finance","Public","29,400",NA,"96,818 - 165,318","['database', 'sql', 'machine learning', 'python']","96818 - 165318",96818,NA,96818,108958.9772
"data scientist","midlevel",NA,"Cary, NC","19 days ago","Technology","Public","97,300","97,300","37,995 - 64,591","[]","37995 - 64591",37995,NA,37995,42759.573
"machine learning engineer",NA,"hybrid","Boston, MA . Hybrid","22 days ago","Retail","Public","17,020",NA,"160,748 - 170,795","[]","160748 - 170795",160748,NA,160748,180905.7992
"data scientist","lead",NA,"Hyderabad, Telangana, India","7 days ago","Technology","Private","180","180","19,780","['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']","19780",19780,NA,19780,22260.412
"machine learning engineer","senior",NA,"Bengaluru, Karnataka, India","14 days ago","Technology","Public","492,235","492,235","10,524 - 26,185","['sql', 'python']","10524 - 26185",10524,NA,10524,11843.7096
"data scientist",NA,"hybrid","Toronto, Canada . Hybrid","7 days ago","Technology","Public","5,010","5,010","98,640 - 123,300","[]","98640 - 123300",98640,NA,98640,111009.456
"data scientist","senior",NA,"Plano, TX","8 days ago","Technology","Public","17,020","17,020","168,969","['spark', 'r', 'python', 'sql', 'tableau']","168969",168969,NA,168969,190157.7126
"data scientist","senior","on-site","Mountain View, CA","5 days ago","Technology","Public","258,800","258,800","128,780 - 184,493","['sql', 'r', 'python']","128780 - 184493",128780,NA,128780,144929.012
"data scientist","lead","hybrid","Mountain View, CA, US . San Francisco, CA, US . Hybrid","9 days ago","Technology","Private","2,760","2,760","251,171","[]","251171",251171,NA,251171,282667.8434
"data scientist","senior","remote","Lima, Peru","5 days ago","Technology",NA,"Private",NA,"7,679","['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']","7679",7679,NA,7679,8641.9466
"data scientist","senior","remote","East Hanover, NJ","14 days ago","Healthcare","Public","107,690","107,690","104,122 - 192,715","['gcp', 'database']","104122 - 192715",104122,NA,104122,117178.8988
"data scientist","senior",NA,"Mountain View, CA","a month ago","Technology","Public","17,020","17,020","173,539","['sql', 'machine learning', 'r', 'python']","173539",173539,NA,173539,195300.7906
"data scientist","lead","on-site","Colorado Springs, CO","8 days ago","Finance","Private","33,020","33,020","150,503 - 287,666","['r', 'python', 'sql', 'database', 'machine learning']","150503 - 287666",150503,NA,150503,169376.0762
"data scientist","senior",NA,"Albany, NY","2 months ago","Healthcare","Public","300,060","300,060","131,709 - 263,411","['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']","131709 - 263411",131709,NA,131709,148225.3086
"data scientist","senior",NA,"McLean, VA","2 months ago","Technology","Public","27,450",NA,"115,177 - 208,199","['pandas', 'numpy', 'r', 'python', 'sql', 'tableau']","115177 - 208199",115177,NA,115177,129620.1958
"data scientist","lead",NA,"Boise, ID","a month ago","Finance","Public","11,060","11,060","100,474","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']","100474",100474,NA,100474,113073.4396
"data scientist","senior","hybrid","Bengaluru, Karnataka, India . Hybrid","7 days ago","Finance","Public","68,420",NA,"24,200","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']","24200",24200,NA,24200,27234.68
"data scientist","senior","hybrid","Dublin, County Dublin, Ireland . Hybrid","14 days ago","Healthcare","Public","37,950",NA,"67,973 - 93,598","['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']","67973 - 93598",67973,NA,67973,76496.8142
"data scientist","senior","on-site","Mountain View, CA","a month ago","Technology","Public","258,810","258,810","207,333 - 292,272","['sql', 'r', 'python']","207333 - 292272",207333,NA,207333,233332.5582
"data scientist","senior","remote","Gurugram, Haryana, India . Madurai, Tamil Nadu, India . Jaipur, Rajasthan, India . Chandigarh, India . Mumbai, Maharashtra, India + 34 More","7 days ago","Technology","Private","950","950","24,358","['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']","24358",24358,NA,24358,27412.4932
"data scientist","senior",NA,"Fort Meade, MD","8 days ago","Technology","Private","5,010","5,010","133,347 - 213,720","['tableau']","133347 - 213720",133347,NA,133347,150068.7138
"data scientist","senior",NA,"Hyderabad, Telangana, India","a month ago","Technology","Private","180","180","19,777","['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure', 'tensorflow']","19777",19777,NA,19777,22257.0358
"machine learning engineer","senior","on-site","Mountain View, California (HQ) . On-site","7 days ago","Technology","Private","900","900","203,472 - 304,988","[]","203472 - 304988",203472,NA,203472,228987.3888
"data scientist","senior","hybrid","Redmond, WA . Hybrid","2 days ago","Technology","Public","182,328","182,328","136,788","['sql', 'azure', 'machine learning', 'python']","136788",136788,NA,136788,153941.2152
"data scientist","senior","hybrid","Brooklyn Park, MN . Hybrid","7 days ago","Retail","Public","409,050","409,050","86,770 - 156,183","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']","86770 - 156183",86770,NA,86770,97650.958
"data scientist","senior","hybrid","Alpharetta, GA . Hybrid","7 days ago","Technology","Public","261,040","261,040","85,855 - 150,244","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']","85855 - 150244",85855,NA,85855,96621.217
"data scientist","senior",NA,"Bengaluru, Karnataka, India","7 days ago","Technology","Public","524,568","524,568","33,043 - 52,693","['pandas', 'pytorch', 'r', 'python', 'java', 'database', 'keras', 'machine learning', 'matplotlib', 'tensorflow']","33043 - 52693",33043,NA,33043,37186.5922
"machine learning engineer","senior",NA,"College Park, MD","21 days ago","Technology","Private","5,060","5,060","73,068 - 116,908","['pytorch', 'python', 'java', 'keras', 'machine learning', 'tensorflow']","73068 - 116908",73068,NA,73068,82230.7272
"data scientist","senior","on-site","New York, NY","18 days ago","Retail","Public","55,100","55,100","158,013 - 180,298","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']","158013 - 180298",158013,NA,158013,177827.8302
"data scientist","senior","hybrid","Mountain View, California, USA . Hybrid","9 days ago","Technology","Private","2,810","2,810","236,556","[]","236556",236556,NA,236556,266220.1224
"data scientist","senior",NA,"Tallinn, Harjumaa, Estonia","7 days ago","Technology","Private","3,760","3,760","61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'airflow', 'machine learning']","61775",61775,NA,61775,69521.585
"data scientist","senior",NA,"Bengaluru, Karnataka, India","a month ago","Retail","Public","409,040","409,040","31,971 - 58,202","['pytorch', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'hadoop', 'deep learning', 'tensorflow']","31971 - 58202",31971,NA,31971,35980.1634
"data scientist","senior","on-site","Washington, DC . On-site","7 days ago","Technology","Public","26,010","26,010","109,604 - 146,136","['machine learning']","109604 - 146136",109604,NA,109604,123348.3416
"data scientist","senior","hybrid","Fort Belvoir, VA . Reston, VA . Hybrid","20 days ago","Technology","Public","27,010",NA,"90,421 - 205,500","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']","90421 - 205500",90421,NA,90421,101759.7934
"data scientist","senior","hybrid","San Francisco, CA, US . Seattle, WA, US . Palo Alto, CA, US . Hybrid","19 hours ago","Technology","Public","5,300","5,300","306,623","[]","306623",306623,NA,306623,345073.5242
"data scientist","lead","on-site","New York, NY","16 days ago","Retail","Public","55,110","55,110","262,862 - 300,034","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']","262862 - 300034",262862,NA,262862,295824.8948
"data scientist","senior","on-site","San Jose, CA","6 days ago","Retail","Public","55,130","55,130","132,526 - 151,250","['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']","132526 - 151250",132526,NA,132526,149144.7604
"data scientist","senior","hybrid","Alpharetta, GA . Hybrid","7 days ago","Technology","Public","261,010","261,010","85,862 - 150,251","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']","85862 - 150251",85862,NA,85862,96629.0948
"data scientist","senior","on-site","Sunnyvale, CA","21 days ago","Retail","Public",NA,NA,"106,860 - 213,719","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']","106860 - 213719",106860,NA,106860,120260.244
"data scientist","senior",NA,"Bengaluru East, Karnataka, India","6 days ago","Technology","Public","261,040","261,040","9,582","['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']","9582",9582,NA,9582,10783.5828
"data scientist","senior","hybrid","Hartford, CT . Chicago, IL . Charlotte, NC . Columbus, OH . Hybrid","7 days ago","Finance","Public","18,190","18,190","100,028 - 150,042","['machine learning']","100028 - 150042",100028,NA,100028,112571.5112
"data scientist",NA,"hybrid","Toronto, Canada . Hybrid","7 days ago","Technology","Public","5,040","5,040","98,648 - 123,308","[]","98648 - 123308",98648,NA,98648,111018.4592
"data scientist","senior","on-site","Linthicum Heights, MD . On-site","14 days ago","Technology","Public","97,050","97,050","164,039 - 246,056","['r']","164039 - 246056",164039,NA,164039,184609.4906
"data scientist","lead","on-site","North Chicago, IL","a month ago","Healthcare","Public","49,360","49,360","137,007","[]","137007",137007,NA,137007,154187.6778
"data scientist","midlevel","remote","San Juan, Puerto Rico . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,214","['sql', 'machine learning', 'python']","25214",25214,NA,25214,28375.8356
"data scientist","senior","on-site","Overland Park, KS . Bellevue, WA . Frisco, TX","3 months ago","Technology","Public","83,560",NA,"116,363 - 209,887","['aws', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'azure']","116363 - 209887",116363,NA,116363,130954.9202
"data scientist","senior",NA,"San Francisco, CA","21 days ago","Technology","Public","17,070","17,070","168,968","['r', 'python', 'sql', 'machine learning', 'tableau']","168968",168968,NA,168968,190156.5872
"data scientist","senior",NA,"Hyderabad, Telangana, India","14 days ago","Technology","Public","524,608","524,608","27,279 - 52,700","['database', 'machine learning', 'java']","27279 - 52700",27279,NA,27279,30699.7866
"data scientist","senior","hybrid","Tallinn, Harjumaa, Estonia . Hybrid","a month ago","Technology","Private","3,760","3,760","61,778","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']","61778",61778,NA,61778,69524.9612
"data scientist","senior",NA,"Mountain View, CA","7 days ago","Technology","Public","17,050","17,050","168,967","['sql', 'machine learning', 'tableau', 'python']","168967",168967,NA,168967,190155.4618
"machine learning engineer","senior","on-site","Taipei, Taiwan . On-site","a month ago","Technology","Private","530","530","36,345","[]","36345",36345,NA,36345,40902.663
"data scientist","senior",NA,"Brooklyn, NY","14 days ago","Energy","Public","6,190",NA,"127,871 - 166,230","['sql', 'python']","127871 - 166230",127871,NA,127871,143906.0234
"data scientist","midlevel",NA,"Mumbai, Maharashtra, India","7 days ago","Finance","Public","290,800","290,800","33,751","['spark', 'sql', 'machine learning', 'python']","33751",33751,NA,33751,37983.3754
"data scientist","midlevel",NA,"Amsterdam, North Holland, Netherlands","a month ago","Technology","Private","900","900","49,109","['machine learning', 'python']","49109",49109,NA,49109,55267.2686
"data scientist","senior","remote","Mumbai Metropolitan Region . Fully Remote","2 months ago","Technology","Private","263,610","263,610","4,055 - 10,055","['pandas', 'numpy', 'pytorch', 'scipy', 'opencv', 'hadoop', 'machine learning', 'keras', 'deep learning', 'tensorflow']","4055 - 10055",4055,NA,4055,4563.497
"data scientist","lead","on-site","Plano, TX . On-site","5 days ago","Finance","Public","290,750","290,750","137,008","['amazon', 'spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']","137008",137008,NA,137008,154188.8032
