job_title,seniority_level,status,location,post_date,industry,ownership,company_size,revenue,salary_clean,avg_salary_usd,skills
data scientist,senior,on-site,Greater Milwaukee,8 days ago,Retail,Public,"4,760",NA,94111 - 161332,105912.51939999999,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure', 'tableau']"
data scientist,lead,NA,"Boston, MA",23 days ago,Healthcare,NA,"4,270","4,270",149604 - 182849,168364.34159999999,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,hybrid,"Maplewood, MN . Hybrid",7 days ago,Healthcare,Public,"22,030",NA,146393 - 178925,164750.68219999998,"['machine learning', 'r', 'python']"
data scientist,senior,NA,"San Francisco, CA",2 days ago,Finance,Private,90,90,200936 - 264868,226133.3744,"['amazon', 'machine learning']"
data scientist,senior,hybrid,"Austin, TX . Hybrid",14 days ago,Technology,Private,330,330,109606 - 146139,123350.5924,"['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'airflow', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib', 'tableau']"
data scientist,senior,hybrid,"San Francisco, CA . Hybrid",4 days ago,Technology,Private,524,524,164408 - 182674,185024.7632,"['sql', 'machine learning', 'python']"
data scientist,junior,remote,"Dallas, TX",14 days ago,Healthcare,NA,"2,840","2,840",43700,49179.979999999996,"['machine learning', 'r', 'python']"
data scientist,lead,NA,"Elsbethen, Salzburg, Austria",7 days ago,Energy,Private,"13,070","13,070",29498,33197.0492,"['sql', 'git', 'r', 'python']"
data scientist,NA,on-site,"San Francisco, CA . On-site",13 days ago,Technology,Private,90,90,131528 - 175367,148021.61119999998,[]
data scientist,lead,hybrid,"Los Angeles, CA . Hybrid",a month ago,Technology,Private,150,150,104128 - 192721,117185.6512,[]
data scientist,NA,hybrid,NA,5 months ago,Technology,Private,45,45,118739 - 155272,133628.8706,[]
data scientist,senior,hybrid,"Chicago, Illinois, United States . Hybrid",7 days ago,Manufacturing,Private,420,420,156187,175772.8498,[]
data scientist,senior,remote,NA,20 days ago,Technology,Private,210,210,200936,226133.3744,[]
data scientist,lead,remote,"Detroit, MI",a day ago,Finance,Public,"26,010",NA,90424,101763.1696,"['aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']"
data scientist,junior,on-site,"Miami, FL",14 days ago,Finance,Private,"3,790","3,790",182667,205573.4418,"['pandas', 'spark', 'r', 'python', 'scikit-learn', 'sql', 'gcp', 'machine learning', 'tensorflow', 'tableau']"
data scientist,lead,NA,"New York County, NY",14 days ago,Retail,Private,"14,460","14,460",100473,113072.3142,[]
data scientist,lead,hybrid,"Los Angeles, CA . Hybrid",a month ago,Technology,Private,150,150,237468,267246.4872,[]
data scientist,senior,on-site,United States,a month ago,Technology,Public,"1,780",NA,114170,128486.91799999999,"['pytorch', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']"
data scientist,senior,NA,"Boston, MA",14 days ago,Finance,Private,700,700,189518 - 205501,213283.55719999998,"['amazon', 'spark', 'git', 'r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'azure']"
data scientist,senior,hybrid,"New York, NY . Hybrid",15 days ago,Retail,Public,"1,800",NA,68501 - 73068,77091.0254,"['amazon', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,on-site,"Lake Oswego, OR . Portland, OR . Hillsboro, OR",2 months ago,Finance,Public,"3,780",NA,81237 - 150867,91424.1198,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure']"
data scientist,midlevel,on-site,San Francisco Bay Area . On-site,5 days ago,Technology,Private,300,300,78551 - 139744,88401.2954,"['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'tensorflow']"
data scientist,senior,on-site,United States,25 days ago,Technology,Private,90,90,95906 - 114173,107932.6124,"['sql', 'machine learning', 'r', 'python']"
data scientist,NA,NA,"Alameda, CA",2 months ago,Healthcare,Public,"2,320",NA,38730 - 61967,43586.742,[]
data scientist,senior,remote,United States . Fully Remote,14 days ago,Finance,Private,226,226,150707 - 200940,169605.6578,"['sql', 'python']"
data scientist,senior,on-site,United States,a month ago,Technology,Public,"34,020",NA,164406,185022.5124,"['pandas', 'pytorch', 'aws', 'r', 'python', 'linux', 'java', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']"
data scientist,senior,NA,"Grand Rapids, MI",a month ago,Retail,Private,"70,060","70,060",115541,130029.84139999999,"['pandas', 'numpy', 'pytorch', 'r', 'python', 'sql', 'machine learning', 'azure', 'tensorflow']"
data scientist,senior,NA,"Ahmedabad, Gujarat, India . Bengaluru, Karnataka, India",7 days ago,Technology,Public,"26,670",NA,18675,21016.844999999998,"['pytorch', 'deep learning', 'machine learning', 'python']"
data scientist,senior,on-site,"New York, NY",10 days ago,Finance,Public,"3,060",NA,141570,159322.878,"['kubernetes', 'machine learning', 'python']"
machine learning engineer,NA,hybrid,NA,12 days ago,Energy,Private,"1,910","1,910",109607 - 137007,123351.7178,[]
data scientist,senior,hybrid,"New York, New York . Hybrid",a day ago,Technology,Public,"2,760",NA,120566 - 231992,135684.97639999999,[]
data scientist,senior,on-site,"Fredericksburg, VA . Richmond, VA . San Francisco, CA . Seattle, WA",4 days ago,Technology,Private,"25,090","25,090",100469 - 210068,113067.81259999999,"['powerbi', 'r', 'python', 'java', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,"Los Angeles, CA",5 days ago,Healthcare,Private,"5,674","5,674",95356 - 163460,107313.6424,"['pandas', 'git', 'r', 'python', 'keras', 'machine learning']"
data scientist,senior,NA,"Charlotte, NC . Charlotte, North Carolina, United States",a month ago,Technology,Public,"96,050",NA,95902,107928.1108,"['machine learning', 'r', 'python']"
data scientist,senior,hybrid,"Munich, Germany . Hybrid",7 months ago,Manufacturing,Private,300,300,62797 - 72216,70671.7438,[]
data scientist,senior,hybrid,United States . Hybrid,14 days ago,Technology,Private,"5,780","5,780",112343 - 225595,126430.8122,"['pytorch', 'spark', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']"
data scientist,senior,hybrid,"Seattle, WA . Hybrid",18 days ago,Retail,Public,"74,020",NA,147962 - 271261,166516.4348,"['aws', 'python', 'scala', 'java', 'gcp', 'machine learning']"
data scientist,senior,on-site,"Pittsburgh, PA",2 months ago,Education,NA,"12,609","12,609",74793,84172.0422,['machine learning']
data scientist,senior,on-site,"Calgary, Alberta, Canada . Canada, Moyen-Chari, Chad . Greater Calgary Metropolitan Area",2 months ago,Technology,Private,"3,550","3,550",52067,58596.201799999995,"['scikit-learn', 'python']"
data scientist,senior,on-site,"Augusta, GA",a month ago,Technology,Private,150,150,39797 - 87544,44787.5438,"['machine learning', 'python']"
data scientist,senior,on-site,"Toronto, Ontario, Canada",a month ago,Retail,Public,"20,600",NA,59210,66634.934,"['git', 'python', 'airflow', 'sql', 'machine learning', 'hadoop', 'azure']"
data scientist,senior,NA,"New York, United States",7 days ago,Technology,Public,"10,040",NA,77313 - 96639,87008.0502,"['spark', 'aws', 'git', 'python', 'docker', 'airflow', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,"Houston, TX . Houston, Texas, Statele Unite Ale Americii . Houston, Texas, USA",a month ago,Technology,Public,"2,550",NA,118733,133622.1182,"['deep learning', 'machine learning', 'python']"
data scientist,senior,hybrid,"Chicago, IL . Hybrid",7 days ago,Healthcare,NA,"1,570","1,570",76471 - 101121,86060.4634,"['r', 'python', 'java', 'sql', 'machine learning', 'database', 'deep learning', 'tableau']"
data scientist,senior,on-site,"Henrietta, NY",3 months ago,Education,NA,"9,260","9,260",64121 - 96177,72161.77339999999,['machine learning']
data scientist,midlevel,on-site,"Denver, CO",a month ago,Technology,Private,150,150,55940 - 123063,62954.876,"['machine learning', 'python']"
data scientist,senior,hybrid,NA,13 days ago,Technology,Private,600,600,195456,219966.1824,[]
data scientist,NA,on-site,NA,14 days ago,Technology,Public,"2,270",NA,94264 - 172810,106084.7056,[]
data scientist,lead,hybrid,"Chicago, IL . Hybrid",9 days ago,Logistics,Private,"1,260","1,260",182673 - 274006,205580.1942,[]
data scientist,senior,on-site,"San Francisco, CA",4 days ago,Retail,Public,"117,030",NA,144893 - 161660,163062.5822,"['aws', 'python', 'machine learning', 'azure', 'deep learning', 'tableau']"
data scientist,senior,hybrid,United States . Hybrid,7 days ago,Education,NA,"3,510","3,510",137003 - 148876,154183.1762,"['pandas', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,junior,NA,"San Diego, CA",6 days ago,Finance,NA,600,600,86771 - 114171,97652.0834,"['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
data scientist,senior,hybrid,"Los Angeles, CA . Hybrid",a month ago,Technology,Private,150,150,121476 - 225595,136709.0904,[]
data scientist,senior,NA,"Chicago, IL",14 days ago,Finance,Private,700,700,189520 - 205503,213285.808,"['amazon', 'spark', 'git', 'r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'azure']"
data scientist,senior,remote,"Remote - US . San Diego, California, United States . Fully Remote",14 days ago,Technology,Private,210,210,144750 - 229724,162901.65,[]
data scientist,senior,remote,"Torrance, CA",7 days ago,Healthcare,NA,"120,010","120,010",159835,179878.30899999998,"['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']"
data scientist,lead,NA,"Visakhapatnam Rural mandal, India",7 days ago,Technology,Public,"222,040","222,040",10053,11313.6462,"['deep learning', 'machine learning']"
data scientist,senior,hybrid,"Canada . Vancouver, BC, Canada . Hybrid",a month ago,Technology,Private,98,98,118741 - 155273,133631.1214,[]
machine learning engineer,senior,on-site,"Toronto, Ontario, Canada",a month ago,Technology,Private,"26,030","26,030",137008 - 173541,154188.8032,"['pytorch', 'spark', 'aws', 'database', 'sql', 'machine learning', 'deep learning', 'azure', 'tensorflow']"
machine learning engineer,senior,hybrid,"Dublin, Ireland . Hybrid",6 days ago,Technology,Private,630,630,98012,110302.70479999999,[]
data scientist,senior,on-site,"Bengaluru, Karnataka, India",14 days ago,Healthcare,Public,"37,960",NA,29797 - 32901,33533.5438,"['spark', 'aws', 'python', 'sql', 'machine learning', 'deep learning', 'azure']"
data scientist,senior,hybrid,"Redwood City, CA (Hybrid) . Hybrid",6 days ago,Technology,Private,600,600,220119,247721.9226,[]
data scientist,senior,NA,"Waltham, MA",7 days ago,Energy,Public,"12,270","12,270",126957 - 149790,142877.4078,"['git', 'r', 'python', 'sql', 'azure']"
machine learning engineer,senior,hybrid,"Pittsburgh, PA . Hybrid",7 days ago,Healthcare,Public,"22,060",NA,108761 - 132929,122399.62939999999,"['pytorch', 'aws', 'python', 'machine learning', 'deep learning']"
data scientist,lead,on-site,"New York, NY",5 days ago,Retail,Public,"130,040","130,040",137000,154179.8,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Los Angeles County, CA",7 days ago,Technology,Public,900,NA,121475 - 132435,136707.965,"['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'scipy', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Arlington, VA . Bellevue, WA",a day ago,Retail,Public,"865,436","865,436",155268 - 177188,174738.6072,"['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,on-site,"Princeton, NJ . New York, NY",19 days ago,Technology,Public,"26,630",NA,118737 - 168970,133626.6198,"['pytorch', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
data scientist,midlevel,on-site,"Chennai, Tamil Nadu, India . Hyderabad, Telangana, India",a month ago,Finance,Public,"274,280","274,280",20926,23550.1204,"['hadoop', 'git', 'gcp', 'python']"
data scientist,senior,remote,"Washington, United States",7 days ago,Healthcare,NA,"120,040","120,040",159834,179877.1836,"['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']"
data scientist,senior,remote,"Fort Worth, TX",14 days ago,Technology,Public,"108,650","108,650",100474 - 132440,113073.4396,['machine learning']
data scientist,senior,NA,"New York, NY . Chicago, IL",4 days ago,Healthcare,Private,"76,010","76,010",66119 - 99994,74410.3226,"['amazon', 'aws']"
data scientist,senior,hybrid,"East Coast, United States . New York, United States . Hybrid",a month ago,Healthcare,Private,240,240,124220 - 168060,139797.188,[]
data scientist,senior,NA,"Mountain View, CA",21 days ago,Technology,Public,"17,040","17,040",168973,190162.2142,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,NA,remote,NA,5 days ago,Finance,Private,457,457,115085 - 152531,129516.659,[]
data scientist,lead,hybrid,"Greater Birmingham, Alabama Area . Hybrid",14 days ago,Energy,Private,240,240,118740 - 155273,133629.99599999998,[]
data scientist,senior,hybrid,"Markham, Ontario, Canada . Toronto, Ontario, Canada . Hybrid",a month ago,Finance,Public,"29,490",NA,73454,82665.1316,"['machine learning', 'python']"
data scientist,midlevel,NA,"Springfield, VA",a month ago,Technology,Public,"27,420",NA,81926 - 148097,92199.5204,"['git', 'r', 'python', 'docker', 'linux', 'java', 'sql', 'database', 'deep learning']"
data scientist,senior,remote,NA,19 days ago,Technology,Private,45,45,155266 - 178099,174736.3564,[]
data scientist,senior,on-site,"Bellevue, WA . San Francisco, CA . Seattle, WA . Palo Alto, CA",14 days ago,Technology,Public,"65,810","65,810",125226 - 216010,140929.3404,"['sql', 'r', 'python']"
data scientist,senior,hybrid,"Cambridge, MA . Hybrid",16 days ago,Healthcare,Public,"107,710","107,710",79461,89425.40939999999,['python']
data scientist,midlevel,on-site,"South San Francisco, CA . On-site",25 days ago,Healthcare,Public,"78,700","78,700",157737 - 248339,177517.2198,"['machine learning', 'r', 'python']"
data scientist,senior,hybrid,"Navi Mumbai, Maharashtra, India . Hybrid",7 days ago,Finance,Public,"9,900",NA,15539,17487.5906,"['python', 'neural network', 'sql', 'machine learning', 'deep learning']"
data scientist,midlevel,on-site,"Washington, DC . On-site",5 days ago,Technology,Public,"26,060","26,060",146141 - 182673,164467.0814,['python']
data scientist,midlevel,hybrid,"Pittsburgh, PA . Hybrid",a month ago,Education,NA,"12,659","12,659",44521 - 59359,50103.933399999994,"['database', 'sql', 'r', 'python']"
data scientist,senior,on-site,NA,2 days ago,Technology,Public,"2,300",NA,151799 - 278294,170834.59459999998,[]
data scientist,NA,hybrid,"Bangalore, Karnataka, India . Hybrid",10 months ago,Technology,Private,"3,570","3,570",34569,38903.9526,[]
data scientist,senior,NA,"Veldhoven, North Brabant, Netherlands",14 days ago,Technology,Public,"24,800","24,800",82367,92695.82179999999,[]
data scientist,senior,NA,"San Antonio, TX",14 days ago,Retail,Private,"23,910","23,910",130610,146988.494,"['spark', 'r', 'python', 'docker', 'scala', 'java', 'sql', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']"
data scientist,lead,on-site,"Bangkok, Bangkok, Thailand . On-site",a month ago,Technology,Private,"4,570","4,570",54267,61072.0818,[]
data scientist,senior,NA,"Hyderabad, Telangana, India",4 days ago,Technology,Public,"182,288","182,288",48604,54698.9416,"['pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'machine learning', 'deep learning', 'hadoop', 'azure', 'tensorflow']"
data scientist,senior,remote,"Remote, United States . Fully Remote",14 days ago,Finance,Private,300,300,167139,188098.23059999998,[]
data scientist,lead,hybrid,"Bangalore, Karnataka, India . Hybrid",a month ago,Technology,Private,"3,560","3,560",34568,38902.8272,[]
data scientist,senior,NA,"San Francisco, CA",2 months ago,Finance,Private,90,90,200936 - 264868,226133.3744,"['amazon', 'machine learning']"
data scientist,lead,remote,"Cardiff, London or Remote (UK) . Fully Remote",3 months ago,Technology,Private,"1,530","1,530",86767 - 105033,97647.5818,[]
data scientist,senior,NA,"Louisville, KY",14 days ago,Technology,Public,"187,570","187,570",107773,121287.73419999999,"['pandas', 'numpy', 'pytorch', 'git', 'r', 'python', 'scikit-learn', 'sql', 'gcp', 'machine learning', 'tensorflow', 'tableau']"
data scientist,senior,NA,"Oklahoma City, OK",7 days ago,Technology,Public,"4,780",NA,114172,128489.1688,['machine learning']
data scientist,senior,on-site,"St Louis, MO",a month ago,Retail,Public,"11,020",NA,101079 - 157680,113754.3066,"['pandas', 'amazon', 'powerbi', 'git', 'r', 'python', 'scipy', 'sql', 'machine learning', 'database', 'azure', 'matplotlib', 'tableau']"
data scientist,senior,on-site,"San Francisco, CA . On-site",4 months ago,Technology,Private,90,90,155269 - 189976,174739.7326,[]
data scientist,senior,hybrid,"Mountain View, CA, US . San Francisco, CA, US . Hybrid",9 days ago,Technology,Private,"2,810","2,810",226506,254909.8524,[]
data scientist,senior,hybrid,"Madrid, Community of Madrid, Spain . Hybrid",21 days ago,Technology,Private,"263,610","263,610",32158,36190.6132,"['pandas', 'numpy', 'aws', 'r', 'python', 'scikit-learn', 'machine learning', 'gcp', 'deep learning', 'azure', 'matplotlib']"
data scientist,senior,hybrid,"Chicago, Illinois, United States . New York, New York, United States . Hybrid",13 days ago,Technology,Private,420,420,159841 - 205507,179885.0614,[]
data scientist,lead,on-site,"San Antonio, TX",7 days ago,Finance,Private,"33,010","33,010",150499 - 287662,169371.5746,"['r', 'python', 'sql', 'database', 'machine learning']"
data scientist,lead,on-site,"San Francisco, CA",7 days ago,Technology,Private,45,45,164407 - 191806,185023.6378,"['pytorch', 'aws', 'machine learning', 'azure', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Linthicum Heights, MD . On-site",7 days ago,Technology,Public,"97,070","97,070",158745 - 197653,178651.623,"['pandas', 'numpy', 'python', 'sql', 'database', 'matplotlib', 'tableau']"
data scientist,junior,NA,"Atlanta, GA",11 days ago,Finance,Public,"53,700","53,700",125135,140826.929,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Santa Clara, CA . On-site",15 days ago,Technology,Private,75,75,146140 - 219206,164465.956,[]
data scientist,midlevel,NA,"Stamford, CT",21 days ago,Technology,Public,"96,040",NA,95906,107932.6124,"['spark', 'r', 'python', 'sql', 'machine learning']"
data scientist,senior,on-site,"Englewood, CO . On-site",14 days ago,Technology,Public,"2,520",NA,75957 - 108508,85482.00779999999,"['amazon', 'r', 'python', 'sql', 'database', 'machine learning', 'tableau']"
data scientist,midlevel,NA,"Princeton, NJ",15 days ago,Healthcare,Public,"3,570",NA,150270 - 224665,169113.858,"['sql', 'r', 'python']"
data scientist,midlevel,on-site,"San Francisco, CA . San Jose, CA . Seattle, WA",2 days ago,Technology,Public,"21,310","21,310",99560 - 175732,112044.824,"['spark', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,NA,"Madrid, Community of Madrid, Spain",23 days ago,Finance,Public,"123,020",NA,41559,46770.4986,"['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure', 'tensorflow']"
data scientist,senior,on-site,United States,a month ago,Retail,Public,"27,030",NA,94812 - 142214,106701.4248,"['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,NA,hybrid,"Boston, MA . Hybrid",8 days ago,Retail,Public,"17,040",NA,110516 - 120563,124374.7064,[]
data scientist,senior,NA,"Queenstown, Central Singapore Community Development Council, Singapore",a month ago,Education,NA,210,210,54804,61676.421599999994,"['neural network', 'machine learning', 'r', 'python']"
machine learning engineer,senior,on-site,"Newport Beach, CA . Ньюпорт-Бич, Калифорния, Соединенные Штаты Америки",18 days ago,Technology,Public,"117,800","117,800",114167 - 127867,128483.54179999999,"['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']"
data scientist,lead,remote,Canada . Fully Remote,2 days ago,Technology,Private,30,30,200938 - 246604,226135.62519999998,"['sql', 'machine learning']"
data scientist,senior,hybrid,"San Diego, CA . Hybrid",3 months ago,Technology,Public,"110,020","110,020",149700 - 224593,168472.38,"['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'machine learning', 'deep learning']"
data scientist,midlevel,hybrid,"Manchester, England, United Kingdom . Hybrid",7 days ago,Technology,Public,"1,310",NA,36538 - 54805,41119.8652,"['airflow', 'spark', 'machine learning', 'python']"
data scientist,senior,NA,"Columbia, MD",4 days ago,Technology,Private,180,180,73072,82235.2288,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,senior,NA,"Bengaluru East, Karnataka, India",4 days ago,Technology,Public,"261,040","261,040",9585,10786.958999999999,"['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']"
data scientist,senior,hybrid,"New York, United States . Hybrid",5 days ago,Technology,Private,"3,510","3,510",137008 - 150708,154188.8032,"['pandas', 'pytorch', 'aws', 'r', 'python', 'sql', 'machine learning', 'deep learning']"
data scientist,senior,hybrid,"Bethesda, MD . Hybrid",14 days ago,Technology,NA,"1,060","1,060",130245 - 203539,146577.723,"['sql', 'r', 'python']"
machine learning engineer,senior,NA,"Brooklyn, NY",3 months ago,Energy,Public,"6,160",NA,187238 - 216464,210717.6452,"['spark', 'python', 'scala', 'java', 'airflow', 'gcp', 'machine learning', 'tensorflow']"
machine learning engineer,NA,on-site,"San Francisco, CA . Seattle, WA . New York, NY . On-site",6 days ago,Technology,Private,31,31,200936 - 296835,226133.3744,[]
data scientist,senior,on-site,"Hillsboro, OR . Portland, OR . Lake Oswego, OR",14 days ago,Finance,Public,"3,790",NA,81245 - 150875,91433.12299999999,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure']"
data scientist,senior,NA,"Fort Worth, TX",7 days ago,Technology,Private,510,510,100473,113072.3142,['machine learning']
data scientist,senior,NA,"Annapolis Junction, MD",3 months ago,Technology,Public,"16,070",NA,110337 - 198564,124173.2598,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,NA,"Dallas, TX",14 days ago,Finance,Public,"100,050",NA,75815,85322.201,"['sql', 'machine learning', 'python']"
machine learning engineer,senior,NA,"South San Francisco, CA",7 days ago,Healthcare,Private,250,250,155270 - 212810,174740.858,"['pytorch', 'deep learning', 'machine learning', 'python']"
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",7 days ago,Finance,Public,"68,440",NA,24203,27238.0562,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Alpharetta, GA",14 days ago,Technology,Public,"65,130",NA,58368 - 156350,65687.3472,"['aws', 'powerbi', 'r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,NA,on-site,"New York, New York, United States . On-site",a month ago,Finance,Private,950,950,138834 - 173541,156243.7836,[]
data scientist,senior,hybrid,"Toronto, ON . Hybrid",12 days ago,Finance,Private,780,780,179015 - 246144,201463.481,[]
data scientist,NA,hybrid,"Toronto, Canada . Hybrid",7 days ago,Technology,Public,"5,010","5,010",98647,111017.3338,[]
data scientist,senior,NA,"Bengaluru, Karnataka, India",5 months ago,Technology,Private,"15,470","15,470",36101,40628.0654,"['deep learning', 'machine learning', 'python']"
data scientist,senior,on-site,"Vancouver, British Columbia, Canada . Marina del Rey, CA . Los Angeles Metropolitan Area . Kirkland, WA . Redwood City, CA",7 days ago,Technology,Public,"25,920","25,920",121844 - 176460,137123.2376,"['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'deep learning']"
machine learning engineer,senior,on-site,"Taipei, Taiwan . On-site",2 months ago,Technology,Private,530,530,36342,40899.2868,[]
data scientist,lead,hybrid,United States . Hybrid,3 months ago,Finance,Public,"16,880",NA,105680 - 176131,118932.272,"['python', 'neural network', 'sql', 'database', 'machine learning', 'tableau']"
data scientist,senior,on-site,United States,a month ago,Finance,Public,"62,070","62,070",157013 - 263790,176702.4302,"['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,senior,NA,"Gurugram, Haryana, India",7 days ago,Technology,Public,"222,030","222,030",10048,11308.019199999999,"['aws', 'machine learning']"
data scientist,lead,on-site,"New York, NY",a month ago,Finance,Private,"32,340","32,340",129722 - 230343,145989.1388,"['spark', 'r', 'python', 'java', 'sql', 'machine learning']"
data scientist,lead,remote,"Atlanta, GA",3 days ago,Technology,Public,"103,070","103,070",96818,108958.9772,"['pytorch', 'spark', 'aws', 'python', 'machine learning', 'gcp', 'deep learning', 'keras', 'azure', 'tensorflow']"
data scientist,senior,NA,"Bengaluru East, Karnataka, India",7 days ago,Technology,Private,"3,980","3,980",35019,39410.3826,"['pandas', 'numpy', 'pytorch', 'spark', 'git', 'python', 'docker', 'database', 'deep learning', 'sql', 'machine learning', 'gcp', 'kubernetes', 'keras', 'azure', 'matplotlib', 'tensorflow']"
data scientist,senior,on-site,NA,a month ago,Technology,Private,420,420,192721 - 216467,216888.21339999998,[]
data scientist,midlevel,on-site,"McLean, VA",18 days ago,Retail,Public,"55,090","55,090",144860 - 165319,163025.444,"['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,midlevel,on-site,Los Angeles Metropolitan Area . On-site,14 days ago,Technology,Public,510,NA,100470 - 114170,113068.938,"['machine learning', 'python']"
data scientist,senior,remote,"Maryland, United States",14 days ago,Technology,Public,"9,200",NA,85856 - 167004,96622.3424,"['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure', 'tensorflow']"
data scientist,lead,on-site,United States,a month ago,Technology,Public,"1,300",NA,138102 - 172625,155419.9908,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",10 days ago,Technology,Public,"258,790","258,790",42493,47821.6222,"['pandas', 'r', 'python', 'sql', 'database']"
data scientist,senior,NA,"Hyderabad, Telangana, India",15 days ago,Technology,Public,"524,608","524,608",27276 - 52697,30696.410399999997,"['database', 'machine learning', 'java']"
data scientist,senior,on-site,"Doral, FL",3 months ago,Technology,Public,"20,050",NA,104676 - 230258,117802.3704,"['r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'deep learning']"
data scientist,midlevel,hybrid,"Vancouver, British Columbia, Canada . Hybrid",5 days ago,Finance,Public,"26,050",NA,109786 - 164585,123553.1644,"['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning']"
data scientist,senior,remote,United States,14 days ago,Technology,Private,90,90,114973 - 141567,129390.6142,"['sql', 'machine learning', 'python']"
data scientist,senior,hybrid,"Columbus, OH . Hybrid",10 days ago,Finance,Public,"18,200","18,200",100036 - 150050,112580.5144,['machine learning']
data scientist,senior,remote,Washington DC-Baltimore Area . Fully Remote,a month ago,Technology,Private,360,360,164407 - 182673,185023.6378,"['aws', 'python', 'machine learning', 'gcp', 'kubernetes', 'azure']"
data scientist,senior,on-site,"United States, Denver . On-site",22 days ago,Technology,Private,900,900,172624,194271.0496,[]
data scientist,senior,on-site,"Lexington, MA",8 days ago,Technology,NA,Private,NA,117553 - 159840,132294.1462,"['aws', 'git', 'r', 'python', 'docker']"
data scientist,NA,on-site,"New York, New York, United States . On-site",a month ago,Finance,Private,950,950,138826 - 173533,156234.7804,[]
data scientist,midlevel,remote,"Charlotte, AR . Fully Remote",14 days ago,Technology,NA,Private,NA,25211,28372.4594,"['sql', 'machine learning', 'python']"
data scientist,NA,hybrid,"Toronto, Canada . Hybrid",7 days ago,Technology,Public,"5,010","5,010",98642 - 123302,111011.7068,[]
data scientist,senior,NA,"Gainesville, FL",3 months ago,Education,NA,"19,503","19,503",55715 - 58455,62701.661,"['pandas', 'numpy', 'pytorch', 'r', 'python', 'scikit-learn', 'scipy', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
